product_id,product_name_cn,product_name,target_crops,target_diseases,target_pests,symptoms,active_ingredients,product_types,dosages,application_methods,safety_warnings
AF0028,爆根999,Root Explosion 999,"['Fruit Trees', 'Melons and Fruit Crops', 'Vegetables Such As Tomato and Pepper', 'Cotton', 'Garlic', 'Leafy Vegetables', 'Ginger', 'Radish', 'Tobacco', 'Sichuan Pepper', 'Potato', 'Sweet Potato', 'Medicinal Herbs', 'Tea Leaves', 'Wheat', 'Corn', 'Rice', 'Peanut', 'Citrus', 'Apple', 'Peach', 'Grape', 'Cucumber', 'Chili', 'Eggplant', 'Watermelon', 'Cantaloupe', 'Hami Melon', 'Pumpkin']",[],[],"['premature aging', 'crop nutrient deficiency symptoms']",[],"['Growth Promoter', 'Macronutrient Water-Soluble Fertilizer']",['1 g per 0.5 L water'],"['Seedling raising', 'Cuttings', 'Transplanting', 'Full growth period use']","['Hormone-free formula that does not damage roots', 'Excellent safety']"
AF0029,绿叶先锋,Green Leaf Pioneer,"['Field Crops', 'Wheat', 'Corn', 'Rice', 'Fruit Trees', 'Apple', 'Pear', 'Peach', 'Citrus', 'Melons and Fruits', 'Watermelon', 'Melon']",[],[],"['yellowing leaves', 'small leaves', 'leaf curling', 'leaf drop']",[],['Growth Promoter'],['1 g per 0.5 L water'],[],[]
AF0030,催花座果,Flower Induction and Fruit Setting Agent,"['Rapeseed', 'Peanut', 'Peach', 'Pear', 'Mango', 'Pineapple', 'Apple', 'Banana', 'Strawberry', 'Blueberry', 'Pomegranate', 'Orange', 'Lemon', 'Lychee', 'Kiwi', 'Dragon Fruit', 'Starfruit', 'Mangosteen', 'Hami Melon', 'Bottle Gourd', 'Cherry Tomato', 'Cucumber', 'Gherkin', 'Watermelon', 'Pumpkin', 'Loofah', 'Tomato', 'Chili', 'Eggplant', 'Cowpea', 'Cotton', 'Honeysuckle', 'Rose']",[],[],"['flower bud development disorders', 'flower drop', 'fruit drop', 'malformed fruits', 'cracked fruits']",[],['Growth Promoter'],['1 g per 0.5 L water'],[],[]
AF0031,磷酸二氢钾,Monopotassium Phosphate,"['Field Crops', 'Wheat', 'Corn', 'Rice', 'Fruit Trees', 'Apple', 'Pear', 'Peach', 'Citrus', 'Melons and Fruits', 'Watermelon', 'Melon', 'Flowers and Nursery Stock', 'Rose', 'Chinese Rose', 'Chrysanthemum', 'Orchid']",[],[],"['yellowing', 'wilting']",['Monopotassium Phosphate'],"['Growth Promoter', 'Macronutrient Water-Soluble Fertilizer']",['1 g per 0.5 L water'],[],[]
AF0033,免稀释营养液,No-Dilution Nutrient Solution,"['Indoor and Outdoor Green Plants', 'Flowers', 'Wheat', 'Corn', 'Rice', 'Apple', 'Pear', 'Peach', 'Citrus', 'Tomato', 'Cucumber', 'Chili', 'Eggplant', 'Rose', 'Succulent', 'Pothos', 'Seedlings']",[],[],"['yellowing leaves', 'small leaves', 'weak growth', 'fruit cracking', 'malformed fruits', 'leaf wilting', 'curling', 'yellowing']","['Nitrogen', 'Phosphorus', 'Potassium', 'Iron', 'Zinc', 'Boron', 'Functional Fertilizer Containing Medium and Trace Elements', 'Organic substances', 'Beneficial microorganisms']","['Growth Promoter', 'Functional Fertilizer Containing Medium and Trace Elements']","['No dilution required', 'Spray directly onto leaves until the leaf surface is fully wet', 'Apply once every 7-10 days']","['Foliar spray', 'Root irrigation']","['Avoid spraying on flowers', 'Store in a dry, cool place at 5°C to 35°C', 'Avoid direct sunlight', 'Do not mix with insecticides or fungicides', 'Keep out of reach of children', 'Conduct a small-scale spray test before first use', 'Do not spray directly on flowers, thin leaves, or hydroponic plants', 'Avoid spraying flowering plants during blooming']"
AF0034,植物复活液,Plant Revival Solution,"['Home Gardening indoor and Outdoor Various Plants', 'Wheat', 'Corn', 'Rice', 'Apple', 'Pear', 'Peach', 'Citrus', 'Tomato', 'Cucumber', 'Chili', 'Eggplant', 'Rose', 'Succulent', 'Pothos']",[],[],"['wilting', 'yellowing leaves', 'root rot', 'growth stagnation', 'stiff and weak yellow seedlings', 'dehydration', 'nutrient loss', 'premature aging', 'water loss from plant cells']","['Amino acids', 'Humic Acid', 'Trace elements', 'Active enzymes']",['Growth Promoter'],"['No dilution required', 'Apply once every 7-10 days']","['Shake well before use', 'Spray directly on the leaves until the leaf surface is completely wet', 'Foliar spray']","['Avoid spraying during high temperatures at noon', 'Avoid spraying on flowers', 'Use protective measures during spraying to avoid inhaling the spray mist', 'Store sealed in a cool, dry place out of reach of children']"
AF0035,百菌灵,Carbendazim,"['Field Crops', 'Wheat', 'Corn', 'Rice', 'Fruit Trees', 'Apple', 'Pear', 'Peach', 'Citrus', 'Vegetables', 'Tomato', 'Cucumber', 'Chili', 'Eggplant', 'Flowers and Seedlings', 'Rose', 'Succulent', 'Pothos']","['Powdery Mildew', 'Black Spot', 'Anthracnose', 'Rust', 'Leaf Spot', 'Sheath Blight', 'Bacterial Gummosis', 'Canker', 'Perforation Disease']",[],[],[],['Growth Promoter'],[],[],[]
AF0036,植物营养液,Plant Nutrient Solution,"['Field Crops', 'Wheat', 'Corn', 'Rice', 'Fruit Trees', 'Apple', 'Pear', 'Peach', 'Citrus', 'Vegetables', 'Tomato', 'Cucumber', 'Chili', 'Eggplant', 'Flowers and Nursery Plants', 'Rose', 'Succulent', 'Pothos']",[],[],"['yellowing leaves', 'small leaves', 'weak growth']",[],"['Growth Promoter', 'Functional Fertilizer Containing Medium and Trace Elements']",[],"['Spraying', 'Root irrigation']",[]
AF0037,菜虫灵,Vegetable Worm Killer,['Vegetables'],[],"['Citrus Red Mite', 'Strawberry Red Mite', 'Cotton Red Mite', 'Wheat Long-Legged Spider Mite', 'Rice Stem Fly', 'Cabbage Aphid', 'Vegetable Aphid', 'Cotton Aphid', 'Melon Aphid', 'Melon Thrips', 'Whitefly', 'Pear Psylla', 'Leafhopper', 'Onion Thrips']",[],"['Plant Essential Oils', 'Mentha', 'Borneol', 'Lavender', 'Fluoride ion water']","['Growth Promoter', 'Biological Synergist']",['Dilute 5000-7000 times'],"['Add to prepared spray solution', 'Foliar spray']","['Use immediately after mixing; spray within 24 hours after preparation.', 'Due to extremely low surface tension, strengthen personal protection during spraying.', 'Must be used in combination with other pesticides; do not use alone.', 'In case of eye contact, rinse immediately with plenty of water.', 'If ingested accidentally, take the packaging to the hospital for treatment.', 'Store in a cool, dry place, out of reach of children.', 'Not edible for humans or animals.']"
AF0038,蚜虱清,Aphid and Leafhopper Clear,[],[],"['Citrus Red Mite', 'Cotton Red Mite', 'Wheat Long-Legged Spider Mite', 'Rice Stem Fly', 'Cabbage Aphid', 'Strawberry Red Mite', 'Vegetable Aphid', 'Cotton Aphid', 'Melon Thrips', 'Onion Thrips', 'Whitefly', 'Pear Psylla', 'Leafhopper']",[],['Natural plant extracts'],"['Growth Promoter', 'Adjuvant']","['Dilute 5000-7000 times', '50 g per 15 L water']","['Add to prepared spray solution and spray', 'Spraying']","['Use immediately after mixing; spray within 24 hours after preparation', 'Due to extremely low surface tension, strengthen personal protection during spraying', 'Must be used in combination with other pesticides; do not use alone', 'In case of eye contact, rinse thoroughly with plenty of water', 'If ingested, bring packaging to the hospital for treatment', 'Store in a cool, dry place, out of reach of children', 'Not edible for humans or animals']"
AF0039,蜘蛛1号/蛛螨杀,Spider No.1/Spider Mite Killer,"['Fruit Trees', 'Vegetables']",[],"['Red Spider Mites', 'Yellow Spider Mites', 'White Spider Mites', 'Mites', 'Citrus Red Spider Mite', 'Strawberry Red Spider Mite', 'Cotton Red Spider Mite', 'Wheat Long-Legged Spider Mite', 'Rice Stem Fly', 'Cabbage Aphid', 'Vegetable Aphid', 'Cotton Aphid', 'Melon Thrips', 'Onion Thrips', 'Whitefly', 'Pear Psylla', 'Leafhopper']",[],['Herbal extract'],"['Growth Promoter', 'Adjuvant']","['Dilute 800-1000 times', '50 g per 15 L water']","['Foliar spray', 'Mix with other pesticides']","['Store sealed in a ventilated, dry place out of reach of children', 'This product is an agricultural adjuvant, not a pesticide or fertilizer', 'No residue', 'Use strictly according to the prescribed dilution ratio', 'If a higher concentration is necessary, conduct a small area test before large-scale use']"
AF0040,树竹草,Tree Bamboo Grass,"['Trees', 'Bamboo', 'Grass']",[],[],[],['Ethoxy-modified polydimethylsiloxane'],['Growth Promoter'],"['Dilute 1:1000', '100 g per 15 L water']",['Spray'],"['Use in combination with other pesticides; do not use alone.', 'Non-toxic.', 'In case of eye contact, rinse immediately with plenty of water.', 'If ingested accidentally, take this packaging to the hospital for treatment.', 'For pesticides with special requirements regarding application timing, concentration, or temperature, strictly follow the pesticide’s precautions before adding this product.', 'Shelf life: three years.']"
AF0041,根线清(助剂),Rootline Clear (Adjuvant),['General'],[],"['Citrus Red Spider Mite', 'Strawberry Red Spider Mite', 'Cotton Red Spider Mite', 'Wheat Long-Legged Spider Mite', 'Rice Stem Fly', 'Cabbage Aphid', 'Vegetable Aphid', 'Cotton Aphid', 'Melon Thrips', 'Onion Thrips', 'Whitefly', 'Pear Psylla', 'Leafhopper']",[],"['Plant Essential Oils', 'Peppermint', 'Borneol', 'Lavender', 'Fluorine Ion Water']","['Growth Promoter', 'Adjuvant', 'Microbial Agent']","['Dilute 5000-7000 times', '50 g per 15 L water']","['Add to prepared spray solution and spray', 'Mix with pesticide solution']","['Use immediately after mixing; spray the mixed solution within 24 hours', 'Due to extremely low surface tension, strengthen personal protection during spraying', 'Must be used in combination with other pesticides; do not use alone', 'In case of eye contact, rinse immediately with plenty of water', 'If ingested accidentally, take the packaging to the hospital for treatment', 'Store in a cool, dry place', 'Keep out of reach of children', 'Do not eat']"
PN0001,苏云金杆菌4000IU/微升,Bacillus thuringiensis 4000 IU/μL,"['Tea Tree', 'Cotton', 'Forest', 'Rice', 'Corn', 'Cruciferous Vegetables', 'Chinese Cabbage', 'Cabbage', 'Cauliflower', 'Radish', 'Solanaceous Vegetables', 'Tomato', 'Chili Pepper', 'Eggplant', 'Wheat', 'Fruit Trees', 'Apple', 'Citrus', 'Jujube', 'Waxberry']",[],"['Tea Caterpillar', 'Second Generation Cotton Bollworm', 'Pine Caterpillar', 'Rice Leafroller', 'Corn Borer', 'Diamondback Moth', 'Small Cabbage Moth']",[],['Bacillus thuringiensis 4000 IU/μL'],"['Pesticide', 'Insecticide', 'Suspension Concentrate']","['Tea Tree: 200-400 times dilution', 'Cotton: 200-250 mL/mu', 'Forest: 200-400 mL/mu', 'Rice: 200-250 mL/mu', 'Corn: 150-200 mL/mu', '100 g per 15 L water']",['Spray'],"['Apply at the early stage of caterpillar occurrence, starting when pest density reaches the local control threshold.', 'The number of applications depends on local usage habits and pest occurrence conditions.', 'Do not apply during strong winds or if rain is expected within 1 hour.']"
PN0002,吡唑醚菌酯-凯润,Pyrazole Ether Fungicide - Kairun,"['Wheat', 'Rice', 'Corn', 'Soybean', 'Peanut', 'Fruit Trees (Apple, Citrus, Etc.)', 'Vegetables and Melons (Cucumber, Tomato, Chinese Cabbage, Green Onion)']","['Powdery Mildew', 'Downy Mildew', 'Anthracnose', 'Leaf Spot', 'Rust', 'Early and Late Blight', 'Rice Blast', 'Fusarium Head Blight', 'Ring Spot', 'Gray Mold']",[],[],['Pyrazole Ether Fungicide 250 g/L'],['Pesticide'],['10 g per 15 L water'],['Spraying'],"['Pregnant and breastfeeding women are prohibited from contact with this product.', 'Keep out of reach of children and unauthorized persons and lock securely.']"
PN0003,乙基多杀菌素,Ethyl Polyoxin,"['Vegetables', 'Cabbage', 'Chinese Cabbage', 'Tomato', 'Cowpea', 'Rice', 'Corn', 'Fruit Trees', 'Apple', 'Pear', 'Grape', 'Cauliflower', 'Blueberry', 'Asparagus', 'Eggplant']",[],"['Diamondback Moth', 'Beet Armyworm', 'Fall Armyworm', 'Pod Borer', 'Rice Leafroller', 'Yellow Stem Borer', 'Thrips', 'American Serpentine Leafminer', 'Leafminers']",[],['Ethyl Spinosad 60 g/L'],"['Pesticide', 'Insecticide', 'Suspension Concentrate']",['15 g per 15 L water'],[],"['Low toxicity', 'Poisoning First Aid: 0532-8388 9090', 'Poisoning emergency: 0532-8388 9090']"
PN0004,30%敌百虫,30% Fenitrothion,"['Cabbage', 'Rice', 'Wheat', 'Cotton', 'Mulberry', 'Vegetables and Melons', 'Cucumber', 'Tomato', 'Watermelon', 'Eggplant', 'Fruit Trees', 'Citrus', 'Lychee']",[],"['Cabbage Worm', 'Rice Stem Borers', 'Rice Planthoppers', 'Cotton Bollworms', 'Aphids', 'White Grubs', 'Cutworms', 'Mosquitoes', 'Flies', 'Cockroaches', 'Lice', 'Mites', 'Diamondback Moth']",[],['Fenitrothion 30%'],"['Pesticide', 'Insecticide']","['100-150 milliliters per mu', '90 g per 15 L water', '1-2 times', '7 days']",[],"['Sorghum and legumes are particularly sensitive and prone to phytotoxicity; avoid pesticide drift onto these crops.', 'No systemic translocation effect.']"
PN0005,29%杀虫双,29% Insecticidal Duo,"['Rice', 'Cruciferous Vegetables (Cabbage, Chinese Cabbage, Etc.)', 'Sugarcane', 'Tea', 'Corn']",[],"['Scirpophaga Incertulas', 'Chilo Suppressalis', 'Cnaphalocrocis Medinalis', 'Plutella Xylostella', 'Spodoptera Litura', 'Citrus Leafminer', 'Sugarcane Borer']",[],['Emamectin Benzoate 29%'],"['Pesticide', 'Insecticide', 'Soluble Concentrate']","['155-185 ml/mu', '30 g per 15 L water', '30-60 kg water per mu']",['Spray'],"['Do not apply on windy days or if rain is expected within hours.', 'Safety interval on rice is 15 days, with a maximum of 3 applications per season.', 'Safety interval on sugarcane is 15 days, with a maximum of 1 application per season.', 'This product causes phytotoxicity to potato, cotton, legumes, sorghum, and cotton; seedlings of cruciferous vegetables such as cabbage and Chinese cabbage are sensitive under high summer temperatures. Avoid spray drift onto these crops during application.', 'Use appropriate personal protective equipment such as protective clothing and gloves to avoid skin contact and inhalation of spray mist; wash exposed areas such as hands and face promptly after use.', 'Do not mix this product with alkaline pesticides or other substances.', 'Prohibited in areas where natural enemies such as bees and Trichogramma are released; do not clean application equipment in rivers, ponds, or other water bodies; avoid spray drift into water bodies during application.', 'Prohibited in rice fields used for fish, shrimp, or crab farming.', 'Rotate with insecticides of different modes of action to delay resistance development.', 'Dispose of used containers properly; do not reuse or discard indiscriminately.', 'Children, pregnant women, and breastfeeding women must avoid contact.', 'Store in a dry, cool, ventilated, and rainproof place, away from fire or heat sources.', 'Keep out of reach of children, unauthorized persons, and animals, and lock securely.', 'Do not store or transport together with food, beverages, grain, or feed.']"
PN0006,1.8%阿维菌素,1.8% Abamectin,"['Cruciferous Vegetables', 'Rice', 'Wheat', 'Cotton', 'Tea', 'Fruit Trees', 'Citrus', 'Grape', 'Vegetables and Melons', 'Chinese Cabbage', 'Tomato', 'Cucumber', 'Chinese Chive', 'Leek']",[],"['Diamondback Moth', 'Beet Armyworm', 'Rice Leafroller', 'Red Spider Mite', 'Rust Mite', 'Tea Yellow Mite', 'Leafminer Fly', 'Leek Maggot', 'Aphids', 'Leafhoppers', 'Thrips', 'Root-Knot Nematodes']",[],['Abamectin 1.8%'],"['Pesticide', 'Emulsifiable Concentrate', 'Insecticide']","['30-40 mL/mu', '30 g per 15 L water']","['Spraying', 'Spray', 'Foliar spray']","['Technical grade highly toxic', 'Do not apply on windy days', 'Do not apply if rain is expected within 1 hour', 'Apply during the egg hatching period to early larval stages of Diamondback Moth on cruciferous vegetables']"
PN0007,3%甲霜噁霉灵,3% Metalaxyl-M,"['Rice', 'Wheat', 'Corn', 'Vegetables', 'Melons', 'Cucumber', 'Melon', 'Tomato', 'Chili', 'Chinese Cabbage', 'Fruit Trees', 'Apple', 'Citrus', 'Strawberry', 'Garlic', 'Ginger', 'Green Onion']","['Damping-off', 'Downy Mildew', 'Phytophthora', 'Sclerotium', 'Fusarium', 'Seedling Blight', 'Root Rot', 'Wilt', 'Late Blight', 'Yellow Wilt']",[],[],"['Metalaxyl 2.5%', 'Mancozeb 0.5%']","['Pesticide', 'Fungicide']","['12-18 g/m²', '100 g per 15 L water', '1000 times dilution']","['Spray', 'Spray onto soil and water']","['Safety interval is 3 days', 'Maximum of 3 applications per season', 'Do not mix with alkaline pesticides or other alkaline substances', 'Avoid contact with eyes and skin', 'Wear protective clothing and gloves during application', 'Do not eat or drink during application', 'Wash hands, face, and exposed skin thoroughly after application', 'Toxic to aquatic organisms', 'Apply away from aquaculture areas', 'Do not clean application equipment in rivers, ponds, or other water bodies', 'Waste liquid must not contaminate water bodies or the environment', 'Do not use in areas where natural enemies such as Trichogramma are released', 'Used containers must be properly disposed of and not reused', 'Pregnant and breastfeeding women should avoid contact', 'Store in a dry, shaded, ventilated, rainproof place below 20°C', 'Keep out of reach of children and locked', 'Do not store or transport with food, beverages, or feed']"
PN0008,30%甲霜噁霉灵,30% Metalaxyl-M,"['Rice', 'Wheat', 'Corn', 'Vegetables and Melons (Cucumber, Melon, Tomato, Chili, Chinese Cabbage)', 'Fruit Trees (Apple, Citrus, Strawberry, Etc.)']","['Damping-off', 'Seedling Damping-off', 'Seedling Blight', 'Root Rot', 'Wilt Diseases', 'Downy Mildew', 'Late Blight', 'Yellow Wilt', 'Garlic Root Rot', 'Ginger Wilt', 'Green Onion Damping-off']",[],[],"['Metalaxyl 25%', 'Mancozeb 5%']",['Pesticide'],"['1.2-1.5 g/m²', '1:1000 dilution', '20 g per 15 L water']","['Spray', 'Apply onto the soil and water']","['If the concentration used exceeds the instructions, rinse the seedlings immediately with clean water after spraying to prevent phytotoxicity.', 'This product is slightly acidic and must not be mixed with alkaline pesticides or other substances.', 'Avoid contact with eyes and skin when using this product.', 'Wear protective clothing and gloves during use.', 'Do not eat or drink during application.', 'Wash hands, face, and other exposed skin areas promptly after application and change clothes.', 'Apply away from aquaculture areas.', 'Do not use in areas where natural enemies such as Trichogramma are released.', 'Do not clean application equipment in rivers, ponds, or other water bodies.', 'Waste liquid must not pollute any water bodies or the environment.', 'Used containers must be properly disposed of; do not reuse or discard arbitrarily.', 'Pregnant and breastfeeding women are prohibited from using this product.', 'Store in a dry, shaded, ventilated, and rainproof place below 20°C.', 'Keep out of reach of children and locked.', 'Do not store or transport with food, beverages, or feed.']"
PN0009,3.2%甲维盐氯氰,3.2% Emamectin Benzoate Chlorantraniliprole,"['Cabbage', 'Chinese Cabbage', 'Tomato', 'Eggplant', 'Watermelon', 'Melon', 'Rice', 'Corn', 'Wheat', 'Apple', 'Pear', 'Peach', 'Cotton', 'Tea']",[],"['Beet Armyworm', 'Diamondback Moth', 'Cotton Bollworm', 'Cabbage Worm', 'Rice Leafroller', 'Corn Borer', 'Aphids', 'Stink Bugs', 'Pear Psylla', 'Thrips']",[],"['Emamectin Benzoate 0.2%', 'Beta-Cypermethrin 3%']","['Pesticide', 'Insecticide', 'Emulsifiable Concentrate']","['40-60 ml/mu', '30 g per 15 L water']",['Spray'],"['Do not apply on windy days or if rain is expected within 1 hour.', 'Safety interval on cabbage is 9 days.', 'Maximum of 2 applications per season on cabbage.', 'Wear protective equipment during application to prevent inhalation.', 'Smoking and drinking are prohibited during application.', 'Wash hands, face, and contaminated body parts after application.', 'Alternate with insecticides of different modes of action to delay resistance.', 'Do not mix with alkaline pesticides or other substances.', 'Toxic to bees and silkworms; do not use near flowering nectar crops during bloom, silkworm houses, or mulberry gardens.', 'Toxic to fish and other aquatic organisms; apply away from aquaculture areas and do not clean equipment in rivers, ponds, or other water bodies.', 'Pregnant and breastfeeding women must not come into contact with this product.', 'Store in a dry, cool, ventilated, and rainproof place away from fire or heat sources.', 'Keep out of reach of children and locked.', 'Do not store or transport with food, beverages, feed, or grain.', 'Used containers must be properly disposed of and not reused or discarded casually.']"
PN0010,10%精草胺膦胺盐,10% Quizalofop-P-ethyl Ammonium Salt,"['Non-Cultivated Land', 'Orchards', 'Citrus', 'Apple', 'Pear', 'Grape', 'Tea Gardens', 'Wheat', 'Corn', 'Rice', 'Rapeseed']",[],"['Weeds', 'Annual Gramineae Weeds', 'Echinochloa Crus-Galli', 'Setaria Viridis', 'Digitaria Sanguinalis', 'Eleusine Indica', 'Annual Broadleaf Weeds', 'Portulaca Oleracea', 'Amaranthus Retroflexus', 'Chenopodium', 'Abutilon', 'Perennial Weeds', 'Phragmites Australis', 'Miscanthus Sinensis', 'Cyperus Rotundus', 'Eichhornia Crassipes']",[],['Glufosinate Ammonium 10%'],"['Pesticide', 'Herbicide', 'Soluble Concentrate']","['200-300 ml/mu', '120 g per 15 L water']",['Stem and Leaf Spray'],"['Prohibited from use near seedling roads, field ridges, orchard rows, fallow land, forest farms, and other areas where vegetation must be preserved.', 'Stop application during adverse weather conditions such as strong wind, heavy rain, or water accumulation that affect spray quality.', 'Use under the guidance of agricultural technicians, applying at scientifically reasonable concentrations.', 'Avoid causing phytotoxicity due to improper use on other plots.', 'Toxic to bees; do not use during flowering.', 'Prohibited near bird protection areas.', 'Do not discard arbitrarily or use for other purposes.', 'Use strictly according to label instructions.', 'Do not use on unregistered crops.', 'Store in a sealed, light-proof, rainproof, and sunproof place, away from fire or heat sources, and locked.', 'Do not store or transport with food or beverages.', 'Keep out of reach of children and unauthorized persons.']"
PN0011,高效氯氟氰菊酯2.5%,Efficient Cyhalothrin 2.5%,"['Vegetable Crops', 'Cabbage', 'Chinese Cabbage', 'Tomato', 'Chili Pepper', 'Wheat', 'Corn', 'Rice', 'Cotton', 'Fruit Trees', 'Apple', 'Citrus']",[],"['Cabbage Worm', 'Aphids', 'Leafhoppers', 'Cutworms', 'White Grubs', 'Cabbage Caterpillar', 'Cabbage Worm Larvae', 'Lepidoptera', 'Coleoptera', 'Hemiptera', 'Scarab Beetle', 'Corn Borer', 'Cotton Bollworm']","['headache', 'dizziness', 'nausea', 'vomiting']",['Lambda-cyhalothrin 2.5%'],"['Pesticide', 'Insecticide']","['20-30 mL/acre', '20-30 ml/mu', '40 g per 15 L water']","['Spray', 'Foliar spray']","['Safety interval is 7 days', 'Maximum of 3 applications per crop', 'Do not spray on windy days', 'Do not spray if rain is expected within 1 hour', 'Toxic to bees, fish, other aquatic organisms, and silkworms', 'Avoid exposure to nearby bee colonies during application', 'Do not use during flowering of nectar crops', 'Do not use near silkworm houses or mulberry gardens', 'Apply away from aquaculture areas', 'Do not wash application equipment in rivers, ponds, or other water bodies', 'Do not mix with alkaline pesticides or other incompatible substances', 'Wear protective clothing, masks, and gloves during application', 'Do not eat or drink during application', 'Wash hands and face promptly after use', 'Dispose of used containers properly', 'Do not reuse or discard containers indiscriminately', 'Store in a cool, dry, ventilated, and rainproof place, away from fire or heat sources', 'Keep out of reach of children and locked', 'Do not store or transport with food, beverages, grain, or feed', 'Check packaging integrity before transport', 'Avoid leakage or damage', 'Handle with care']"
PN0012,虫螨腈虱螨脲,Insect Mite Cyantraniliprole Mite Urea,"['Vegetables and Melons', 'Cabbage', 'Tomato', 'Watermelon', 'Zucchini', 'Rice', 'Corn', 'Peanut', 'Fruit Trees', 'Citrus', 'Apple', 'Peach', 'Grape', 'Mango', 'Tea Leaves']",[],"['Beet Armyworm', 'Spodoptera Litura', 'Diamondback Moth', 'Rice Leafroller', 'Mites']",[],"['Cyantraniliprole 9.5%', 'Pyrifluquinazon 2.5%']","['Pesticide', 'Suspension Concentrate']","['30-50 mL/mu', '30 g per 15 L water']",['Spray'],"['Do not apply on windy days or if rain is expected within 1 hour.', 'Safety interval is 14 days.', 'Use no more than once per crop season.', 'Sensitive to cucurbit crops such as zucchini and bitter melon.', 'Do not mix with alkaline substances.', 'Toxic to aquatic organisms, fish, birds, and silkworms.', 'Do not dispose of formulation or waste into ponds, ditches, rivers, or lakes.', 'Prohibited near mulberry gardens, silkworm rooms, aquaculture areas, natural enemy release zones such as Trichogramma, and bird protection areas.', 'Wear long-sleeved clothing, long pants, hats, masks, gloves, and other protective gear.', 'Avoid contact with eyes or inhalation of spray.', 'Do not eat or drink during application.', 'Wash hands and face promptly after application.', 'Pregnant and lactating women should avoid contact.', 'Used containers must be properly disposed of; do not reuse or discard casually.', 'Store in a dry, cool, ventilated, and rainproof place, away from fire or heat sources.', 'Keep out of reach of children and locked.', 'Do not store or transport with food, beverages, feed, or grain.']"
PN0013,24%联苯肼酯-美满橘园,24% Biphenyl Hydrazide Ester - Meiman Orange Orchard,"['Fruit Trees', 'Citrus', 'Vegetables', 'Pepper', 'Eggplant', 'Cucumber', 'Garlic', 'Field Crops', 'Cotton', 'Corn', 'Soybean']",[],"['Red Spider Mite', 'Tetranychus Urticae', 'Mites']",[],['Bifenazate 24%'],"['Pesticide', 'Insecticide', 'Suspension Concentrate']","['Dilute 1000-1500 times', '15 g per 20 L water']","['Spray', 'Foliar spray']","['Do not apply on windy days or if rain is expected within one hour.', 'Safety interval on citrus trees is 21 days.', 'Maximum 1 application per season.', 'Low toxicity.']"
PN0014,45%联肼·乙螨唑,45% Propineb·Etoxazole,"['Fruit Trees (Apple, Pear, Peach, Citrus, Etc.)', 'Vegetables (Tomato, Eggplant, Chili Pepper, Cucumber, Etc.)', 'Field Crops (Cotton, Soybean, Etc.)']",[],"['Red Spider Mite', 'Citrus Red Mite', 'Apple Red Mite', 'Two-Spotted Spider Mite', 'Tetranychus Cinnabarinus', 'Panonychus Ulmi', 'Red Mite']",[],"['Bifenthrin 30%', 'Etoxazole 15%']",['Pesticide'],"['8000-12000 times dilution', '15 g per 15 L water']",['Spray'],[]
PN0015,24%烯草酮,24% Oxadiazon,"['Spring Soybean Fields', 'Cotton', 'Peanut', 'Rapeseed', 'Sugar Beet', 'Broadleaf Vegetables', 'Fruit Trees', 'Scallion', 'Ginger', 'Garlic']",[],"['Annual Gramineae Weeds', 'Annual Gramineous Weeds', 'Barnyardgrass', 'Wild Oat', 'Crabgrass', 'Foxtail', 'Goosegrass', 'Perennial Gramineous Weeds', 'Bermuda Grass', 'Reed', 'Shattercane', 'Cogongrass']","['chlorosis of the heart leaf', 'growth stagnation', 'drying', 'death']",['Oxadiazon 24%'],"['Pesticide', 'Herbicide', 'Emulsifiable Concentrate']","['20-30 ml/mu', 'Dilute 1 bag of 20 ml with 15 L of water']",['Stem and Leaf Spray'],"['Do not apply on windy days or if rain is expected within 1 hour.', 'Use no more than once per crop season.', 'Strictly follow recommended targeted and uniform spraying; avoid drift or contact with other crops.', 'This product is irritating to eyes; avoid contact with skin and eyes, prevent water contamination, avoid inhaling mist, and do not apply near drinking water sources or during harvest.', 'Keep away from bee colonies and silkworm houses; low toxicity to bees.', 'Pregnant and breastfeeding women must not handle this product.', 'Do not discard pesticide packaging waste arbitrarily or dispose of it yourself; promptly return to pesticide packaging waste recycling stations.', 'Do not wash application equipment in rivers, ponds, or other water bodies; do not pour leftover pesticide into rivers, ponds, streams, or nearby fields.', 'If discomfort occurs during use, stop work immediately, take first aid measures, and bring this label to the hospital.', 'If splashed on skin, rinse immediately with plenty of water; if skin itching occurs, seek medical treatment immediately.', 'If ingested accidentally, do not induce vomiting; take this label to the hospital immediately.', 'If splashed into eyes, rinse immediately with plenty of water for at least 15 minutes and seek medical attention promptly.', 'No specific antidote; treat symptoms accordingly.', 'Store in a cool, dry, ventilated, rainproof place; do not invert.', 'Keep out of reach of children and animals; store locked.', 'Do not store or transport with food, beverages, grain, or feed; protect from rain and sun during transport; prevent packaging damage.', 'Handle and wear protective equipment during transport; avoid rough handling; ensure containers do not leak, break, or lose contents.', 'This product is incompatible with moderate oxidizing chemicals; keep away from oxidizers.', 'This product is a flammable liquid; keep away from fire sources during storage and transport.']"
